"","pincode","district_key","District","Persons","Males","Females","Growth..1991...2001.","Rural","Urban","Scheduled.Caste.population","Percentage...SC.to.total","Number.of.households","Household.size..per.household.","Sex.ratio..females.per.1000.males.","Sex.ratio..0.6.years.","Scheduled.Tribe.population","Percentage.to.total.population..ST.","Persons..literate","Males..Literate","Females..Literate","Persons..literacy.rate","Males..Literatacy.Rate","Females..Literacy.Rate","Total.Educated","Data.without.level","Below.Primary","Primary","Middle","Matric.Higher.Secondary.Diploma","Graduate.and.Above","X0...4.years","X5...14.years","X15...59.years","X60.years.and.above..Incl..A.N.S..","Total.workers","Main.workers","Marginal.workers","Non.workers","SC.1.Name","SC.1.Population","SC.2.Name","SC.2.Population","SC.3.Name","SC.3.Population","Religeon.1.Name","Religeon.1.Population","Religeon.2.Name","Religeon.2.Population","Religeon.3.Name","Religeon.3.Population","ST.1.Name","ST.1.Population","ST.2.Name","ST.2.Population","ST.3.Name","ST.3.Population","Imp.Town.1.Name","Imp.Town.1.Population","Imp.Town.2.Name","Imp.Town.2.Population","Imp.Town.3.Name","Imp.Town.3.Population","Total.Inhabited.Villages","Drinking.water.facilities","Safe.Drinking.water","Electricity..Power.Supply.","Electricity..domestic.","Electricity..Agriculture.","Primary.school","Middle.schools","Secondary.Sr.Secondary.schools","College","Medical.facility","Primary.Health.Centre","Primary.Health.Sub.Centre","Post..telegraph.and.telephone.facility","Bus.services","Paved.approach.road","Mud.approach.road","Permanent.House","Semi.permanent.House","Temporary.House"
"16913",531105,"Visakhapatnam","District Visakhapatnam (13), Andhra Pradesh (28)",3832336,1930197,1902139,"15.36","2301437",NA,NA,NA,887003,4,985,976,"557572","14.55",2002316,1171082,831234,59.96,69.68,50.12,2002316,75488,417446,577938,211419,535115,184767,324433,850611,2411639,245653,1602761,1305584,297177,2229575,"1.Mala",169650,"2.Madiga",65244,"3.Relli",41791,"1.Hindus",3688280,"2.Muslims",71669,"3.Christians",62227,"1.Konda Dhoras","134109","2.Bagata","130301","3.Kondhs etc.","81755","1.Visakhapatnam (M Corp.)",982904,"2.Gajuwaka (M)",259180,"3.Anakapalle (M)",85486,3108,3091,1746,3098,"-","-",2293,"423","241",NA,"1647","486","323",715,"858","1129","1056",58.8,11.1,30.2
"16914",531133,"Visakhapatnam","District Visakhapatnam (13), Andhra Pradesh (28)",3832336,1930197,1902139,"15.36","2301437",NA,NA,NA,887003,4,985,976,"557572","14.55",2002316,1171082,831234,59.96,69.68,50.12,2002316,75488,417446,577938,211419,535115,184767,324433,850611,2411639,245653,1602761,1305584,297177,2229575,"1.Mala",169650,"2.Madiga",65244,"3.Relli",41791,"1.Hindus",3688280,"2.Muslims",71669,"3.Christians",62227,"1.Konda Dhoras","134109","2.Bagata","130301","3.Kondhs etc.","81755","1.Visakhapatnam (M Corp.)",982904,"2.Gajuwaka (M)",259180,"3.Anakapalle (M)",85486,3108,3091,1746,3098,"-","-",2293,"423","241",NA,"1647","486","323",715,"858","1129","1056",58.8,11.1,30.2
"16915",531061,"Visakhapatnam","District Visakhapatnam (13), Andhra Pradesh (28)",3832336,1930197,1902139,"15.36","2301437",NA,NA,NA,887003,4,985,976,"557572","14.55",2002316,1171082,831234,59.96,69.68,50.12,2002316,75488,417446,577938,211419,535115,184767,324433,850611,2411639,245653,1602761,1305584,297177,2229575,"1.Mala",169650,"2.Madiga",65244,"3.Relli",41791,"1.Hindus",3688280,"2.Muslims",71669,"3.Christians",62227,"1.Konda Dhoras","134109","2.Bagata","130301","3.Kondhs etc.","81755","1.Visakhapatnam (M Corp.)",982904,"2.Gajuwaka (M)",259180,"3.Anakapalle (M)",85486,3108,3091,1746,3098,"-","-",2293,"423","241",NA,"1647","486","323",715,"858","1129","1056",58.8,11.1,30.2
"16916",531114,"Visakhapatnam","District Visakhapatnam (13), Andhra Pradesh (28)",3832336,1930197,1902139,"15.36","2301437",NA,NA,NA,887003,4,985,976,"557572","14.55",2002316,1171082,831234,59.96,69.68,50.12,2002316,75488,417446,577938,211419,535115,184767,324433,850611,2411639,245653,1602761,1305584,297177,2229575,"1.Mala",169650,"2.Madiga",65244,"3.Relli",41791,"1.Hindus",3688280,"2.Muslims",71669,"3.Christians",62227,"1.Konda Dhoras","134109","2.Bagata","130301","3.Kondhs etc.","81755","1.Visakhapatnam (M Corp.)",982904,"2.Gajuwaka (M)",259180,"3.Anakapalle (M)",85486,3108,3091,1746,3098,"-","-",2293,"423","241",NA,"1647","486","323",715,"858","1129","1056",58.8,11.1,30.2
"16917",531126,"Visakhapatnam","District Visakhapatnam (13), Andhra Pradesh (28)",3832336,1930197,1902139,"15.36","2301437",NA,NA,NA,887003,4,985,976,"557572","14.55",2002316,1171082,831234,59.96,69.68,50.12,2002316,75488,417446,577938,211419,535115,184767,324433,850611,2411639,245653,1602761,1305584,297177,2229575,"1.Mala",169650,"2.Madiga",65244,"3.Relli",41791,"1.Hindus",3688280,"2.Muslims",71669,"3.Christians",62227,"1.Konda Dhoras","134109","2.Bagata","130301","3.Kondhs etc.","81755","1.Visakhapatnam (M Corp.)",982904,"2.Gajuwaka (M)",259180,"3.Anakapalle (M)",85486,3108,3091,1746,3098,"-","-",2293,"423","241",NA,"1647","486","323",715,"858","1129","1056",58.8,11.1,30.2
"16918",531075,"Visakhapatnam","District Visakhapatnam (13), Andhra Pradesh (28)",3832336,1930197,1902139,"15.36","2301437",NA,NA,NA,887003,4,985,976,"557572","14.55",2002316,1171082,831234,59.96,69.68,50.12,2002316,75488,417446,577938,211419,535115,184767,324433,850611,2411639,245653,1602761,1305584,297177,2229575,"1.Mala",169650,"2.Madiga",65244,"3.Relli",41791,"1.Hindus",3688280,"2.Muslims",71669,"3.Christians",62227,"1.Konda Dhoras","134109","2.Bagata","130301","3.Kondhs etc.","81755","1.Visakhapatnam (M Corp.)",982904,"2.Gajuwaka (M)",259180,"3.Anakapalle (M)",85486,3108,3091,1746,3098,"-","-",2293,"423","241",NA,"1647","486","323",715,"858","1129","1056",58.8,11.1,30.2
"16919",531127,"Visakhapatnam","District Visakhapatnam (13), Andhra Pradesh (28)",3832336,1930197,1902139,"15.36","2301437",NA,NA,NA,887003,4,985,976,"557572","14.55",2002316,1171082,831234,59.96,69.68,50.12,2002316,75488,417446,577938,211419,535115,184767,324433,850611,2411639,245653,1602761,1305584,297177,2229575,"1.Mala",169650,"2.Madiga",65244,"3.Relli",41791,"1.Hindus",3688280,"2.Muslims",71669,"3.Christians",62227,"1.Konda Dhoras","134109","2.Bagata","130301","3.Kondhs etc.","81755","1.Visakhapatnam (M Corp.)",982904,"2.Gajuwaka (M)",259180,"3.Anakapalle (M)",85486,3108,3091,1746,3098,"-","-",2293,"423","241",NA,"1647","486","323",715,"858","1129","1056",58.8,11.1,30.2
"16920",531019,"Visakhapatnam","District Visakhapatnam (13), Andhra Pradesh (28)",3832336,1930197,1902139,"15.36","2301437",NA,NA,NA,887003,4,985,976,"557572","14.55",2002316,1171082,831234,59.96,69.68,50.12,2002316,75488,417446,577938,211419,535115,184767,324433,850611,2411639,245653,1602761,1305584,297177,2229575,"1.Mala",169650,"2.Madiga",65244,"3.Relli",41791,"1.Hindus",3688280,"2.Muslims",71669,"3.Christians",62227,"1.Konda Dhoras","134109","2.Bagata","130301","3.Kondhs etc.","81755","1.Visakhapatnam (M Corp.)",982904,"2.Gajuwaka (M)",259180,"3.Anakapalle (M)",85486,3108,3091,1746,3098,"-","-",2293,"423","241",NA,"1647","486","323",715,"858","1129","1056",58.8,11.1,30.2
"16921",531033,"Visakhapatnam","District Visakhapatnam (13), Andhra Pradesh (28)",3832336,1930197,1902139,"15.36","2301437",NA,NA,NA,887003,4,985,976,"557572","14.55",2002316,1171082,831234,59.96,69.68,50.12,2002316,75488,417446,577938,211419,535115,184767,324433,850611,2411639,245653,1602761,1305584,297177,2229575,"1.Mala",169650,"2.Madiga",65244,"3.Relli",41791,"1.Hindus",3688280,"2.Muslims",71669,"3.Christians",62227,"1.Konda Dhoras","134109","2.Bagata","130301","3.Kondhs etc.","81755","1.Visakhapatnam (M Corp.)",982904,"2.Gajuwaka (M)",259180,"3.Anakapalle (M)",85486,3108,3091,1746,3098,"-","-",2293,"423","241",NA,"1647","486","323",715,"858","1129","1056",58.8,11.1,30.2
"16922",531060,"Visakhapatnam","District Visakhapatnam (13), Andhra Pradesh (28)",3832336,1930197,1902139,"15.36","2301437",NA,NA,NA,887003,4,985,976,"557572","14.55",2002316,1171082,831234,59.96,69.68,50.12,2002316,75488,417446,577938,211419,535115,184767,324433,850611,2411639,245653,1602761,1305584,297177,2229575,"1.Mala",169650,"2.Madiga",65244,"3.Relli",41791,"1.Hindus",3688280,"2.Muslims",71669,"3.Christians",62227,"1.Konda Dhoras","134109","2.Bagata","130301","3.Kondhs etc.","81755","1.Visakhapatnam (M Corp.)",982904,"2.Gajuwaka (M)",259180,"3.Anakapalle (M)",85486,3108,3091,1746,3098,"-","-",2293,"423","241",NA,"1647","486","323",715,"858","1129","1056",58.8,11.1,30.2
"16923",531116,"Visakhapatnam","District Visakhapatnam (13), Andhra Pradesh (28)",3832336,1930197,1902139,"15.36","2301437",NA,NA,NA,887003,4,985,976,"557572","14.55",2002316,1171082,831234,59.96,69.68,50.12,2002316,75488,417446,577938,211419,535115,184767,324433,850611,2411639,245653,1602761,1305584,297177,2229575,"1.Mala",169650,"2.Madiga",65244,"3.Relli",41791,"1.Hindus",3688280,"2.Muslims",71669,"3.Christians",62227,"1.Konda Dhoras","134109","2.Bagata","130301","3.Kondhs etc.","81755","1.Visakhapatnam (M Corp.)",982904,"2.Gajuwaka (M)",259180,"3.Anakapalle (M)",85486,3108,3091,1746,3098,"-","-",2293,"423","241",NA,"1647","486","323",715,"858","1129","1056",58.8,11.1,30.2
"16924",530003,"Visakhapatnam","District Visakhapatnam (13), Andhra Pradesh (28)",3832336,1930197,1902139,"15.36","2301437",NA,NA,NA,887003,4,985,976,"557572","14.55",2002316,1171082,831234,59.96,69.68,50.12,2002316,75488,417446,577938,211419,535115,184767,324433,850611,2411639,245653,1602761,1305584,297177,2229575,"1.Mala",169650,"2.Madiga",65244,"3.Relli",41791,"1.Hindus",3688280,"2.Muslims",71669,"3.Christians",62227,"1.Konda Dhoras","134109","2.Bagata","130301","3.Kondhs etc.","81755","1.Visakhapatnam (M Corp.)",982904,"2.Gajuwaka (M)",259180,"3.Anakapalle (M)",85486,3108,3091,1746,3098,"-","-",2293,"423","241",NA,"1647","486","323",715,"858","1129","1056",58.8,11.1,30.2
"16925",530053,"Visakhapatnam","District Visakhapatnam (13), Andhra Pradesh (28)",3832336,1930197,1902139,"15.36","2301437",NA,NA,NA,887003,4,985,976,"557572","14.55",2002316,1171082,831234,59.96,69.68,50.12,2002316,75488,417446,577938,211419,535115,184767,324433,850611,2411639,245653,1602761,1305584,297177,2229575,"1.Mala",169650,"2.Madiga",65244,"3.Relli",41791,"1.Hindus",3688280,"2.Muslims",71669,"3.Christians",62227,"1.Konda Dhoras","134109","2.Bagata","130301","3.Kondhs etc.","81755","1.Visakhapatnam (M Corp.)",982904,"2.Gajuwaka (M)",259180,"3.Anakapalle (M)",85486,3108,3091,1746,3098,"-","-",2293,"423","241",NA,"1647","486","323",715,"858","1129","1056",58.8,11.1,30.2
"16926",530016,"Visakhapatnam","District Visakhapatnam (13), Andhra Pradesh (28)",3832336,1930197,1902139,"15.36","2301437",NA,NA,NA,887003,4,985,976,"557572","14.55",2002316,1171082,831234,59.96,69.68,50.12,2002316,75488,417446,577938,211419,535115,184767,324433,850611,2411639,245653,1602761,1305584,297177,2229575,"1.Mala",169650,"2.Madiga",65244,"3.Relli",41791,"1.Hindus",3688280,"2.Muslims",71669,"3.Christians",62227,"1.Konda Dhoras","134109","2.Bagata","130301","3.Kondhs etc.","81755","1.Visakhapatnam (M Corp.)",982904,"2.Gajuwaka (M)",259180,"3.Anakapalle (M)",85486,3108,3091,1746,3098,"-","-",2293,"423","241",NA,"1647","486","323",715,"858","1129","1056",58.8,11.1,30.2
"16927",530052,"Visakhapatnam","District Visakhapatnam (13), Andhra Pradesh (28)",3832336,1930197,1902139,"15.36","2301437",NA,NA,NA,887003,4,985,976,"557572","14.55",2002316,1171082,831234,59.96,69.68,50.12,2002316,75488,417446,577938,211419,535115,184767,324433,850611,2411639,245653,1602761,1305584,297177,2229575,"1.Mala",169650,"2.Madiga",65244,"3.Relli",41791,"1.Hindus",3688280,"2.Muslims",71669,"3.Christians",62227,"1.Konda Dhoras","134109","2.Bagata","130301","3.Kondhs etc.","81755","1.Visakhapatnam (M Corp.)",982904,"2.Gajuwaka (M)",259180,"3.Anakapalle (M)",85486,3108,3091,1746,3098,"-","-",2293,"423","241",NA,"1647","486","323",715,"858","1129","1056",58.8,11.1,30.2
"16928",531219,"Visakhapatnam","District Visakhapatnam (13), Andhra Pradesh (28)",3832336,1930197,1902139,"15.36","2301437",NA,NA,NA,887003,4,985,976,"557572","14.55",2002316,1171082,831234,59.96,69.68,50.12,2002316,75488,417446,577938,211419,535115,184767,324433,850611,2411639,245653,1602761,1305584,297177,2229575,"1.Mala",169650,"2.Madiga",65244,"3.Relli",41791,"1.Hindus",3688280,"2.Muslims",71669,"3.Christians",62227,"1.Konda Dhoras","134109","2.Bagata","130301","3.Kondhs etc.","81755","1.Visakhapatnam (M Corp.)",982904,"2.Gajuwaka (M)",259180,"3.Anakapalle (M)",85486,3108,3091,1746,3098,"-","-",2293,"423","241",NA,"1647","486","323",715,"858","1129","1056",58.8,11.1,30.2
"16929",530040,"Visakhapatnam","District Visakhapatnam (13), Andhra Pradesh (28)",3832336,1930197,1902139,"15.36","2301437",NA,NA,NA,887003,4,985,976,"557572","14.55",2002316,1171082,831234,59.96,69.68,50.12,2002316,75488,417446,577938,211419,535115,184767,324433,850611,2411639,245653,1602761,1305584,297177,2229575,"1.Mala",169650,"2.Madiga",65244,"3.Relli",41791,"1.Hindus",3688280,"2.Muslims",71669,"3.Christians",62227,"1.Konda Dhoras","134109","2.Bagata","130301","3.Kondhs etc.","81755","1.Visakhapatnam (M Corp.)",982904,"2.Gajuwaka (M)",259180,"3.Anakapalle (M)",85486,3108,3091,1746,3098,"-","-",2293,"423","241",NA,"1647","486","323",715,"858","1129","1056",58.8,11.1,30.2
"16930",530012,"Visakhapatnam","District Visakhapatnam (13), Andhra Pradesh (28)",3832336,1930197,1902139,"15.36","2301437",NA,NA,NA,887003,4,985,976,"557572","14.55",2002316,1171082,831234,59.96,69.68,50.12,2002316,75488,417446,577938,211419,535115,184767,324433,850611,2411639,245653,1602761,1305584,297177,2229575,"1.Mala",169650,"2.Madiga",65244,"3.Relli",41791,"1.Hindus",3688280,"2.Muslims",71669,"3.Christians",62227,"1.Konda Dhoras","134109","2.Bagata","130301","3.Kondhs etc.","81755","1.Visakhapatnam (M Corp.)",982904,"2.Gajuwaka (M)",259180,"3.Anakapalle (M)",85486,3108,3091,1746,3098,"-","-",2293,"423","241",NA,"1647","486","323",715,"858","1129","1056",58.8,11.1,30.2
"16931",530044,"Visakhapatnam","District Visakhapatnam (13), Andhra Pradesh (28)",3832336,1930197,1902139,"15.36","2301437",NA,NA,NA,887003,4,985,976,"557572","14.55",2002316,1171082,831234,59.96,69.68,50.12,2002316,75488,417446,577938,211419,535115,184767,324433,850611,2411639,245653,1602761,1305584,297177,2229575,"1.Mala",169650,"2.Madiga",65244,"3.Relli",41791,"1.Hindus",3688280,"2.Muslims",71669,"3.Christians",62227,"1.Konda Dhoras","134109","2.Bagata","130301","3.Kondhs etc.","81755","1.Visakhapatnam (M Corp.)",982904,"2.Gajuwaka (M)",259180,"3.Anakapalle (M)",85486,3108,3091,1746,3098,"-","-",2293,"423","241",NA,"1647","486","323",715,"858","1129","1056",58.8,11.1,30.2
"16932",531163,"Visakhapatnam","District Visakhapatnam (13), Andhra Pradesh (28)",3832336,1930197,1902139,"15.36","2301437",NA,NA,NA,887003,4,985,976,"557572","14.55",2002316,1171082,831234,59.96,69.68,50.12,2002316,75488,417446,577938,211419,535115,184767,324433,850611,2411639,245653,1602761,1305584,297177,2229575,"1.Mala",169650,"2.Madiga",65244,"3.Relli",41791,"1.Hindus",3688280,"2.Muslims",71669,"3.Christians",62227,"1.Konda Dhoras","134109","2.Bagata","130301","3.Kondhs etc.","81755","1.Visakhapatnam (M Corp.)",982904,"2.Gajuwaka (M)",259180,"3.Anakapalle (M)",85486,3108,3091,1746,3098,"-","-",2293,"423","241",NA,"1647","486","323",715,"858","1129","1056",58.8,11.1,30.2
"16933",531173,"Visakhapatnam","District Visakhapatnam (13), Andhra Pradesh (28)",3832336,1930197,1902139,"15.36","2301437",NA,NA,NA,887003,4,985,976,"557572","14.55",2002316,1171082,831234,59.96,69.68,50.12,2002316,75488,417446,577938,211419,535115,184767,324433,850611,2411639,245653,1602761,1305584,297177,2229575,"1.Mala",169650,"2.Madiga",65244,"3.Relli",41791,"1.Hindus",3688280,"2.Muslims",71669,"3.Christians",62227,"1.Konda Dhoras","134109","2.Bagata","130301","3.Kondhs etc.","81755","1.Visakhapatnam (M Corp.)",982904,"2.Gajuwaka (M)",259180,"3.Anakapalle (M)",85486,3108,3091,1746,3098,"-","-",2293,"423","241",NA,"1647","486","323",715,"858","1129","1056",58.8,11.1,30.2
"16934",530047,"Visakhapatnam","District Visakhapatnam (13), Andhra Pradesh (28)",3832336,1930197,1902139,"15.36","2301437",NA,NA,NA,887003,4,985,976,"557572","14.55",2002316,1171082,831234,59.96,69.68,50.12,2002316,75488,417446,577938,211419,535115,184767,324433,850611,2411639,245653,1602761,1305584,297177,2229575,"1.Mala",169650,"2.Madiga",65244,"3.Relli",41791,"1.Hindus",3688280,"2.Muslims",71669,"3.Christians",62227,"1.Konda Dhoras","134109","2.Bagata","130301","3.Kondhs etc.","81755","1.Visakhapatnam (M Corp.)",982904,"2.Gajuwaka (M)",259180,"3.Anakapalle (M)",85486,3108,3091,1746,3098,"-","-",2293,"423","241",NA,"1647","486","323",715,"858","1129","1056",58.8,11.1,30.2
"16935",530002,"Visakhapatnam","District Visakhapatnam (13), Andhra Pradesh (28)",3832336,1930197,1902139,"15.36","2301437",NA,NA,NA,887003,4,985,976,"557572","14.55",2002316,1171082,831234,59.96,69.68,50.12,2002316,75488,417446,577938,211419,535115,184767,324433,850611,2411639,245653,1602761,1305584,297177,2229575,"1.Mala",169650,"2.Madiga",65244,"3.Relli",41791,"1.Hindus",3688280,"2.Muslims",71669,"3.Christians",62227,"1.Konda Dhoras","134109","2.Bagata","130301","3.Kondhs etc.","81755","1.Visakhapatnam (M Corp.)",982904,"2.Gajuwaka (M)",259180,"3.Anakapalle (M)",85486,3108,3091,1746,3098,"-","-",2293,"423","241",NA,"1647","486","323",715,"858","1129","1056",58.8,11.1,30.2
"16936",530020,"Visakhapatnam","District Visakhapatnam (13), Andhra Pradesh (28)",3832336,1930197,1902139,"15.36","2301437",NA,NA,NA,887003,4,985,976,"557572","14.55",2002316,1171082,831234,59.96,69.68,50.12,2002316,75488,417446,577938,211419,535115,184767,324433,850611,2411639,245653,1602761,1305584,297177,2229575,"1.Mala",169650,"2.Madiga",65244,"3.Relli",41791,"1.Hindus",3688280,"2.Muslims",71669,"3.Christians",62227,"1.Konda Dhoras","134109","2.Bagata","130301","3.Kondhs etc.","81755","1.Visakhapatnam (M Corp.)",982904,"2.Gajuwaka (M)",259180,"3.Anakapalle (M)",85486,3108,3091,1746,3098,"-","-",2293,"423","241",NA,"1647","486","323",715,"858","1129","1056",58.8,11.1,30.2
"16937",530043,"Visakhapatnam","District Visakhapatnam (13), Andhra Pradesh (28)",3832336,1930197,1902139,"15.36","2301437",NA,NA,NA,887003,4,985,976,"557572","14.55",2002316,1171082,831234,59.96,69.68,50.12,2002316,75488,417446,577938,211419,535115,184767,324433,850611,2411639,245653,1602761,1305584,297177,2229575,"1.Mala",169650,"2.Madiga",65244,"3.Relli",41791,"1.Hindus",3688280,"2.Muslims",71669,"3.Christians",62227,"1.Konda Dhoras","134109","2.Bagata","130301","3.Kondhs etc.","81755","1.Visakhapatnam (M Corp.)",982904,"2.Gajuwaka (M)",259180,"3.Anakapalle (M)",85486,3108,3091,1746,3098,"-","-",2293,"423","241",NA,"1647","486","323",715,"858","1129","1056",58.8,11.1,30.2
"16938",530031,"Visakhapatnam","District Visakhapatnam (13), Andhra Pradesh (28)",3832336,1930197,1902139,"15.36","2301437",NA,NA,NA,887003,4,985,976,"557572","14.55",2002316,1171082,831234,59.96,69.68,50.12,2002316,75488,417446,577938,211419,535115,184767,324433,850611,2411639,245653,1602761,1305584,297177,2229575,"1.Mala",169650,"2.Madiga",65244,"3.Relli",41791,"1.Hindus",3688280,"2.Muslims",71669,"3.Christians",62227,"1.Konda Dhoras","134109","2.Bagata","130301","3.Kondhs etc.","81755","1.Visakhapatnam (M Corp.)",982904,"2.Gajuwaka (M)",259180,"3.Anakapalle (M)",85486,3108,3091,1746,3098,"-","-",2293,"423","241",NA,"1647","486","323",715,"858","1129","1056",58.8,11.1,30.2
"16939",530029,"Visakhapatnam","District Visakhapatnam (13), Andhra Pradesh (28)",3832336,1930197,1902139,"15.36","2301437",NA,NA,NA,887003,4,985,976,"557572","14.55",2002316,1171082,831234,59.96,69.68,50.12,2002316,75488,417446,577938,211419,535115,184767,324433,850611,2411639,245653,1602761,1305584,297177,2229575,"1.Mala",169650,"2.Madiga",65244,"3.Relli",41791,"1.Hindus",3688280,"2.Muslims",71669,"3.Christians",62227,"1.Konda Dhoras","134109","2.Bagata","130301","3.Kondhs etc.","81755","1.Visakhapatnam (M Corp.)",982904,"2.Gajuwaka (M)",259180,"3.Anakapalle (M)",85486,3108,3091,1746,3098,"-","-",2293,"423","241",NA,"1647","486","323",715,"858","1129","1056",58.8,11.1,30.2
"16940",530046,"Visakhapatnam","District Visakhapatnam (13), Andhra Pradesh (28)",3832336,1930197,1902139,"15.36","2301437",NA,NA,NA,887003,4,985,976,"557572","14.55",2002316,1171082,831234,59.96,69.68,50.12,2002316,75488,417446,577938,211419,535115,184767,324433,850611,2411639,245653,1602761,1305584,297177,2229575,"1.Mala",169650,"2.Madiga",65244,"3.Relli",41791,"1.Hindus",3688280,"2.Muslims",71669,"3.Christians",62227,"1.Konda Dhoras","134109","2.Bagata","130301","3.Kondhs etc.","81755","1.Visakhapatnam (M Corp.)",982904,"2.Gajuwaka (M)",259180,"3.Anakapalle (M)",85486,3108,3091,1746,3098,"-","-",2293,"423","241",NA,"1647","486","323",715,"858","1129","1056",58.8,11.1,30.2
"16941",530001,"Visakhapatnam","District Visakhapatnam (13), Andhra Pradesh (28)",3832336,1930197,1902139,"15.36","2301437",NA,NA,NA,887003,4,985,976,"557572","14.55",2002316,1171082,831234,59.96,69.68,50.12,2002316,75488,417446,577938,211419,535115,184767,324433,850611,2411639,245653,1602761,1305584,297177,2229575,"1.Mala",169650,"2.Madiga",65244,"3.Relli",41791,"1.Hindus",3688280,"2.Muslims",71669,"3.Christians",62227,"1.Konda Dhoras","134109","2.Bagata","130301","3.Kondhs etc.","81755","1.Visakhapatnam (M Corp.)",982904,"2.Gajuwaka (M)",259180,"3.Anakapalle (M)",85486,3108,3091,1746,3098,"-","-",2293,"423","241",NA,"1647","486","323",715,"858","1129","1056",58.8,11.1,30.2
"16942",530026,"Visakhapatnam","District Visakhapatnam (13), Andhra Pradesh (28)",3832336,1930197,1902139,"15.36","2301437",NA,NA,NA,887003,4,985,976,"557572","14.55",2002316,1171082,831234,59.96,69.68,50.12,2002316,75488,417446,577938,211419,535115,184767,324433,850611,2411639,245653,1602761,1305584,297177,2229575,"1.Mala",169650,"2.Madiga",65244,"3.Relli",41791,"1.Hindus",3688280,"2.Muslims",71669,"3.Christians",62227,"1.Konda Dhoras","134109","2.Bagata","130301","3.Kondhs etc.","81755","1.Visakhapatnam (M Corp.)",982904,"2.Gajuwaka (M)",259180,"3.Anakapalle (M)",85486,3108,3091,1746,3098,"-","-",2293,"423","241",NA,"1647","486","323",715,"858","1129","1056",58.8,11.1,30.2
"16943",530005,"Visakhapatnam","District Visakhapatnam (13), Andhra Pradesh (28)",3832336,1930197,1902139,"15.36","2301437",NA,NA,NA,887003,4,985,976,"557572","14.55",2002316,1171082,831234,59.96,69.68,50.12,2002316,75488,417446,577938,211419,535115,184767,324433,850611,2411639,245653,1602761,1305584,297177,2229575,"1.Mala",169650,"2.Madiga",65244,"3.Relli",41791,"1.Hindus",3688280,"2.Muslims",71669,"3.Christians",62227,"1.Konda Dhoras","134109","2.Bagata","130301","3.Kondhs etc.","81755","1.Visakhapatnam (M Corp.)",982904,"2.Gajuwaka (M)",259180,"3.Anakapalle (M)",85486,3108,3091,1746,3098,"-","-",2293,"423","241",NA,"1647","486","323",715,"858","1129","1056",58.8,11.1,30.2
"16944",530048,"Visakhapatnam","District Visakhapatnam (13), Andhra Pradesh (28)",3832336,1930197,1902139,"15.36","2301437",NA,NA,NA,887003,4,985,976,"557572","14.55",2002316,1171082,831234,59.96,69.68,50.12,2002316,75488,417446,577938,211419,535115,184767,324433,850611,2411639,245653,1602761,1305584,297177,2229575,"1.Mala",169650,"2.Madiga",65244,"3.Relli",41791,"1.Hindus",3688280,"2.Muslims",71669,"3.Christians",62227,"1.Konda Dhoras","134109","2.Bagata","130301","3.Kondhs etc.","81755","1.Visakhapatnam (M Corp.)",982904,"2.Gajuwaka (M)",259180,"3.Anakapalle (M)",85486,3108,3091,1746,3098,"-","-",2293,"423","241",NA,"1647","486","323",715,"858","1129","1056",58.8,11.1,30.2
"16945",530045,"Visakhapatnam","District Visakhapatnam (13), Andhra Pradesh (28)",3832336,1930197,1902139,"15.36","2301437",NA,NA,NA,887003,4,985,976,"557572","14.55",2002316,1171082,831234,59.96,69.68,50.12,2002316,75488,417446,577938,211419,535115,184767,324433,850611,2411639,245653,1602761,1305584,297177,2229575,"1.Mala",169650,"2.Madiga",65244,"3.Relli",41791,"1.Hindus",3688280,"2.Muslims",71669,"3.Christians",62227,"1.Konda Dhoras","134109","2.Bagata","130301","3.Kondhs etc.","81755","1.Visakhapatnam (M Corp.)",982904,"2.Gajuwaka (M)",259180,"3.Anakapalle (M)",85486,3108,3091,1746,3098,"-","-",2293,"423","241",NA,"1647","486","323",715,"858","1129","1056",58.8,11.1,30.2
"16946",530004,"Visakhapatnam","District Visakhapatnam (13), Andhra Pradesh (28)",3832336,1930197,1902139,"15.36","2301437",NA,NA,NA,887003,4,985,976,"557572","14.55",2002316,1171082,831234,59.96,69.68,50.12,2002316,75488,417446,577938,211419,535115,184767,324433,850611,2411639,245653,1602761,1305584,297177,2229575,"1.Mala",169650,"2.Madiga",65244,"3.Relli",41791,"1.Hindus",3688280,"2.Muslims",71669,"3.Christians",62227,"1.Konda Dhoras","134109","2.Bagata","130301","3.Kondhs etc.","81755","1.Visakhapatnam (M Corp.)",982904,"2.Gajuwaka (M)",259180,"3.Anakapalle (M)",85486,3108,3091,1746,3098,"-","-",2293,"423","241",NA,"1647","486","323",715,"858","1129","1056",58.8,11.1,30.2
"16947",530027,"Visakhapatnam","District Visakhapatnam (13), Andhra Pradesh (28)",3832336,1930197,1902139,"15.36","2301437",NA,NA,NA,887003,4,985,976,"557572","14.55",2002316,1171082,831234,59.96,69.68,50.12,2002316,75488,417446,577938,211419,535115,184767,324433,850611,2411639,245653,1602761,1305584,297177,2229575,"1.Mala",169650,"2.Madiga",65244,"3.Relli",41791,"1.Hindus",3688280,"2.Muslims",71669,"3.Christians",62227,"1.Konda Dhoras","134109","2.Bagata","130301","3.Kondhs etc.","81755","1.Visakhapatnam (M Corp.)",982904,"2.Gajuwaka (M)",259180,"3.Anakapalle (M)",85486,3108,3091,1746,3098,"-","-",2293,"423","241",NA,"1647","486","323",715,"858","1129","1056",58.8,11.1,30.2
