"","pincode","district_key","District","Persons","Males","Females","Growth..1991...2001.","Rural","Urban","Scheduled.Caste.population","Percentage...SC.to.total","Number.of.households","Household.size..per.household.","Sex.ratio..females.per.1000.males.","Sex.ratio..0.6.years.","Scheduled.Tribe.population","Percentage.to.total.population..ST.","Persons..literate","Males..Literate","Females..Literate","Persons..literacy.rate","Males..Literatacy.Rate","Females..Literacy.Rate","Total.Educated","Data.without.level","Below.Primary","Primary","Middle","Matric.Higher.Secondary.Diploma","Graduate.and.Above","X0...4.years","X5...14.years","X15...59.years","X60.years.and.above..Incl..A.N.S..","Total.workers","Main.workers","Marginal.workers","Non.workers","SC.1.Name","SC.1.Population","SC.2.Name","SC.2.Population","SC.3.Name","SC.3.Population","Religeon.1.Name","Religeon.1.Population","Religeon.2.Name","Religeon.2.Population","Religeon.3.Name","Religeon.3.Population","ST.1.Name","ST.1.Population","ST.2.Name","ST.2.Population","ST.3.Name","ST.3.Population","Imp.Town.1.Name","Imp.Town.1.Population","Imp.Town.2.Name","Imp.Town.2.Population","Imp.Town.3.Name","Imp.Town.3.Population","Total.Inhabited.Villages","Drinking.water.facilities","Safe.Drinking.water","Electricity..Power.Supply.","Electricity..domestic.","Electricity..Agriculture.","Primary.school","Middle.schools","Secondary.Sr.Secondary.schools","College","Medical.facility","Primary.Health.Centre","Primary.Health.Sub.Centre","Post..telegraph.and.telephone.facility","Bus.services","Paved.approach.road","Mud.approach.road","Permanent.House","Semi.permanent.House","Temporary.House"
"6747",496227,"Jashpur","District Jashpur * (03), Chhattisgarh (22)",743160,371697,371463,"12.71","708965",NA,NA,NA,148792,5,999,975,"469953","63.24",395548,232587,162961,63.77,75.16,52.44,395548,34349,130597,103656,62225,50922,13790,82856,184352,413179,62773,397898,261952,135946,345262,"1.Chikwa etc.",9071,"2.Ghasi etc.",7211,"3.Chamar etc.",6736,"1.Hindus",559984,"2.Christians",169609,"3.Muslims",11720,"1.Oraon etc.","249136","2.Gond etc.","59058","3.Kawar etc.","54266","1.Jashpurnagar (NP)",20239,"2.Pathalgaon (NP)",13956,NA,NA,764,760,760,550,"357",NA,749,"202","105","3","304","42","187",167,"125","171","559",4.7,95,0.3
"6748",222133,"Jaunpur","District Jaunpur (64), Uttar Pradesh (09)",3911679,1941903,1969776,"21.67","3622268",NA,NA,NA,549264,7,1014,930,"376","0.01",1871674,1170022,701652,59.84,76.18,44.07,1871674,130942,489839,474457,320040,353792,102382,521092,1131270,1870525,388792,1215515,789047,426468,2696164,"1.Chamar etc.",636277,"2.Pasi etc.",112804,"3.Dhobi",36207,"1.Hindus",3484557,"2.Muslims",399186,"3.Buddhists",17378,"1.Generic Tribes etc.","254","2.Bhotia","96","3.Tharu","15","1.Jaunpur (MB)",160055,"2.Shahganj (MB)",24602,"3.Machhlishahr (NP)",22963,3290,3266,3264,2726,"930",NA,1919,"539","256","40","621","30","46",873,"191","2009","2484",49.7,43.3,7
"6749",223102,"Jaunpur","District Jaunpur (64), Uttar Pradesh (09)",3911679,1941903,1969776,"21.67","3622268",NA,NA,NA,549264,7,1014,930,"376","0.01",1871674,1170022,701652,59.84,76.18,44.07,1871674,130942,489839,474457,320040,353792,102382,521092,1131270,1870525,388792,1215515,789047,426468,2696164,"1.Chamar etc.",636277,"2.Pasi etc.",112804,"3.Dhobi",36207,"1.Hindus",3484557,"2.Muslims",399186,"3.Buddhists",17378,"1.Generic Tribes etc.","254","2.Bhotia","96","3.Tharu","15","1.Jaunpur (MB)",160055,"2.Shahganj (MB)",24602,"3.Machhlishahr (NP)",22963,3290,3266,3264,2726,"930",NA,1919,"539","256","40","621","30","46",873,"191","2009","2484",49.7,43.3,7
"6750",222203,"Jaunpur","District Jaunpur (64), Uttar Pradesh (09)",3911679,1941903,1969776,"21.67","3622268",NA,NA,NA,549264,7,1014,930,"376","0.01",1871674,1170022,701652,59.84,76.18,44.07,1871674,130942,489839,474457,320040,353792,102382,521092,1131270,1870525,388792,1215515,789047,426468,2696164,"1.Chamar etc.",636277,"2.Pasi etc.",112804,"3.Dhobi",36207,"1.Hindus",3484557,"2.Muslims",399186,"3.Buddhists",17378,"1.Generic Tribes etc.","254","2.Bhotia","96","3.Tharu","15","1.Jaunpur (MB)",160055,"2.Shahganj (MB)",24602,"3.Machhlishahr (NP)",22963,3290,3266,3264,2726,"930",NA,1919,"539","256","40","621","30","46",873,"191","2009","2484",49.7,43.3,7
"6751",222141,"Jaunpur","District Jaunpur (64), Uttar Pradesh (09)",3911679,1941903,1969776,"21.67","3622268",NA,NA,NA,549264,7,1014,930,"376","0.01",1871674,1170022,701652,59.84,76.18,44.07,1871674,130942,489839,474457,320040,353792,102382,521092,1131270,1870525,388792,1215515,789047,426468,2696164,"1.Chamar etc.",636277,"2.Pasi etc.",112804,"3.Dhobi",36207,"1.Hindus",3484557,"2.Muslims",399186,"3.Buddhists",17378,"1.Generic Tribes etc.","254","2.Bhotia","96","3.Tharu","15","1.Jaunpur (MB)",160055,"2.Shahganj (MB)",24602,"3.Machhlishahr (NP)",22963,3290,3266,3264,2726,"930",NA,1919,"539","256","40","621","30","46",873,"191","2009","2484",49.7,43.3,7
"6752",222180,"Jaunpur","District Jaunpur (64), Uttar Pradesh (09)",3911679,1941903,1969776,"21.67","3622268",NA,NA,NA,549264,7,1014,930,"376","0.01",1871674,1170022,701652,59.84,76.18,44.07,1871674,130942,489839,474457,320040,353792,102382,521092,1131270,1870525,388792,1215515,789047,426468,2696164,"1.Chamar etc.",636277,"2.Pasi etc.",112804,"3.Dhobi",36207,"1.Hindus",3484557,"2.Muslims",399186,"3.Buddhists",17378,"1.Generic Tribes etc.","254","2.Bhotia","96","3.Tharu","15","1.Jaunpur (MB)",160055,"2.Shahganj (MB)",24602,"3.Machhlishahr (NP)",22963,3290,3266,3264,2726,"930",NA,1919,"539","256","40","621","30","46",873,"191","2009","2484",49.7,43.3,7
"6753",222161,"Jaunpur","District Jaunpur (64), Uttar Pradesh (09)",3911679,1941903,1969776,"21.67","3622268",NA,NA,NA,549264,7,1014,930,"376","0.01",1871674,1170022,701652,59.84,76.18,44.07,1871674,130942,489839,474457,320040,353792,102382,521092,1131270,1870525,388792,1215515,789047,426468,2696164,"1.Chamar etc.",636277,"2.Pasi etc.",112804,"3.Dhobi",36207,"1.Hindus",3484557,"2.Muslims",399186,"3.Buddhists",17378,"1.Generic Tribes etc.","254","2.Bhotia","96","3.Tharu","15","1.Jaunpur (MB)",160055,"2.Shahganj (MB)",24602,"3.Machhlishahr (NP)",22963,3290,3266,3264,2726,"930",NA,1919,"539","256","40","621","30","46",873,"191","2009","2484",49.7,43.3,7
"6754",222201,"Jaunpur","District Jaunpur (64), Uttar Pradesh (09)",3911679,1941903,1969776,"21.67","3622268",NA,NA,NA,549264,7,1014,930,"376","0.01",1871674,1170022,701652,59.84,76.18,44.07,1871674,130942,489839,474457,320040,353792,102382,521092,1131270,1870525,388792,1215515,789047,426468,2696164,"1.Chamar etc.",636277,"2.Pasi etc.",112804,"3.Dhobi",36207,"1.Hindus",3484557,"2.Muslims",399186,"3.Buddhists",17378,"1.Generic Tribes etc.","254","2.Bhotia","96","3.Tharu","15","1.Jaunpur (MB)",160055,"2.Shahganj (MB)",24602,"3.Machhlishahr (NP)",22963,3290,3266,3264,2726,"930",NA,1919,"539","256","40","621","30","46",873,"191","2009","2484",49.7,43.3,7
"6755",222162,"Jaunpur","District Jaunpur (64), Uttar Pradesh (09)",3911679,1941903,1969776,"21.67","3622268",NA,NA,NA,549264,7,1014,930,"376","0.01",1871674,1170022,701652,59.84,76.18,44.07,1871674,130942,489839,474457,320040,353792,102382,521092,1131270,1870525,388792,1215515,789047,426468,2696164,"1.Chamar etc.",636277,"2.Pasi etc.",112804,"3.Dhobi",36207,"1.Hindus",3484557,"2.Muslims",399186,"3.Buddhists",17378,"1.Generic Tribes etc.","254","2.Bhotia","96","3.Tharu","15","1.Jaunpur (MB)",160055,"2.Shahganj (MB)",24602,"3.Machhlishahr (NP)",22963,3290,3266,3264,2726,"930",NA,1919,"539","256","40","621","30","46",873,"191","2009","2484",49.7,43.3,7
"6756",222142,"Jaunpur","District Jaunpur (64), Uttar Pradesh (09)",3911679,1941903,1969776,"21.67","3622268",NA,NA,NA,549264,7,1014,930,"376","0.01",1871674,1170022,701652,59.84,76.18,44.07,1871674,130942,489839,474457,320040,353792,102382,521092,1131270,1870525,388792,1215515,789047,426468,2696164,"1.Chamar etc.",636277,"2.Pasi etc.",112804,"3.Dhobi",36207,"1.Hindus",3484557,"2.Muslims",399186,"3.Buddhists",17378,"1.Generic Tribes etc.","254","2.Bhotia","96","3.Tharu","15","1.Jaunpur (MB)",160055,"2.Shahganj (MB)",24602,"3.Machhlishahr (NP)",22963,3290,3266,3264,2726,"930",NA,1919,"539","256","40","621","30","46",873,"191","2009","2484",49.7,43.3,7
"6757",222165,"Jaunpur","District Jaunpur (64), Uttar Pradesh (09)",3911679,1941903,1969776,"21.67","3622268",NA,NA,NA,549264,7,1014,930,"376","0.01",1871674,1170022,701652,59.84,76.18,44.07,1871674,130942,489839,474457,320040,353792,102382,521092,1131270,1870525,388792,1215515,789047,426468,2696164,"1.Chamar etc.",636277,"2.Pasi etc.",112804,"3.Dhobi",36207,"1.Hindus",3484557,"2.Muslims",399186,"3.Buddhists",17378,"1.Generic Tribes etc.","254","2.Bhotia","96","3.Tharu","15","1.Jaunpur (MB)",160055,"2.Shahganj (MB)",24602,"3.Machhlishahr (NP)",22963,3290,3266,3264,2726,"930",NA,1919,"539","256","40","621","30","46",873,"191","2009","2484",49.7,43.3,7
"6758",222170,"Jaunpur","District Jaunpur (64), Uttar Pradesh (09)",3911679,1941903,1969776,"21.67","3622268",NA,NA,NA,549264,7,1014,930,"376","0.01",1871674,1170022,701652,59.84,76.18,44.07,1871674,130942,489839,474457,320040,353792,102382,521092,1131270,1870525,388792,1215515,789047,426468,2696164,"1.Chamar etc.",636277,"2.Pasi etc.",112804,"3.Dhobi",36207,"1.Hindus",3484557,"2.Muslims",399186,"3.Buddhists",17378,"1.Generic Tribes etc.","254","2.Bhotia","96","3.Tharu","15","1.Jaunpur (MB)",160055,"2.Shahganj (MB)",24602,"3.Machhlishahr (NP)",22963,3290,3266,3264,2726,"930",NA,1919,"539","256","40","621","30","46",873,"191","2009","2484",49.7,43.3,7
"6759",223104,"Jaunpur","District Jaunpur (64), Uttar Pradesh (09)",3911679,1941903,1969776,"21.67","3622268",NA,NA,NA,549264,7,1014,930,"376","0.01",1871674,1170022,701652,59.84,76.18,44.07,1871674,130942,489839,474457,320040,353792,102382,521092,1131270,1870525,388792,1215515,789047,426468,2696164,"1.Chamar etc.",636277,"2.Pasi etc.",112804,"3.Dhobi",36207,"1.Hindus",3484557,"2.Muslims",399186,"3.Buddhists",17378,"1.Generic Tribes etc.","254","2.Bhotia","96","3.Tharu","15","1.Jaunpur (MB)",160055,"2.Shahganj (MB)",24602,"3.Machhlishahr (NP)",22963,3290,3266,3264,2726,"930",NA,1919,"539","256","40","621","30","46",873,"191","2009","2484",49.7,43.3,7
"6760",222139,"Jaunpur","District Jaunpur (64), Uttar Pradesh (09)",3911679,1941903,1969776,"21.67","3622268",NA,NA,NA,549264,7,1014,930,"376","0.01",1871674,1170022,701652,59.84,76.18,44.07,1871674,130942,489839,474457,320040,353792,102382,521092,1131270,1870525,388792,1215515,789047,426468,2696164,"1.Chamar etc.",636277,"2.Pasi etc.",112804,"3.Dhobi",36207,"1.Hindus",3484557,"2.Muslims",399186,"3.Buddhists",17378,"1.Generic Tribes etc.","254","2.Bhotia","96","3.Tharu","15","1.Jaunpur (MB)",160055,"2.Shahganj (MB)",24602,"3.Machhlishahr (NP)",22963,3290,3266,3264,2726,"930",NA,1919,"539","256","40","621","30","46",873,"191","2009","2484",49.7,43.3,7
"6761",222101,"Jaunpur","District Jaunpur (64), Uttar Pradesh (09)",3911679,1941903,1969776,"21.67","3622268",NA,NA,NA,549264,7,1014,930,"376","0.01",1871674,1170022,701652,59.84,76.18,44.07,1871674,130942,489839,474457,320040,353792,102382,521092,1131270,1870525,388792,1215515,789047,426468,2696164,"1.Chamar etc.",636277,"2.Pasi etc.",112804,"3.Dhobi",36207,"1.Hindus",3484557,"2.Muslims",399186,"3.Buddhists",17378,"1.Generic Tribes etc.","254","2.Bhotia","96","3.Tharu","15","1.Jaunpur (MB)",160055,"2.Shahganj (MB)",24602,"3.Machhlishahr (NP)",22963,3290,3266,3264,2726,"930",NA,1919,"539","256","40","621","30","46",873,"191","2009","2484",49.7,43.3,7
"6762",222145,"Jaunpur","District Jaunpur (64), Uttar Pradesh (09)",3911679,1941903,1969776,"21.67","3622268",NA,NA,NA,549264,7,1014,930,"376","0.01",1871674,1170022,701652,59.84,76.18,44.07,1871674,130942,489839,474457,320040,353792,102382,521092,1131270,1870525,388792,1215515,789047,426468,2696164,"1.Chamar etc.",636277,"2.Pasi etc.",112804,"3.Dhobi",36207,"1.Hindus",3484557,"2.Muslims",399186,"3.Buddhists",17378,"1.Generic Tribes etc.","254","2.Bhotia","96","3.Tharu","15","1.Jaunpur (MB)",160055,"2.Shahganj (MB)",24602,"3.Machhlishahr (NP)",22963,3290,3266,3264,2726,"930",NA,1919,"539","256","40","621","30","46",873,"191","2009","2484",49.7,43.3,7
"6763",222136,"Jaunpur","District Jaunpur (64), Uttar Pradesh (09)",3911679,1941903,1969776,"21.67","3622268",NA,NA,NA,549264,7,1014,930,"376","0.01",1871674,1170022,701652,59.84,76.18,44.07,1871674,130942,489839,474457,320040,353792,102382,521092,1131270,1870525,388792,1215515,789047,426468,2696164,"1.Chamar etc.",636277,"2.Pasi etc.",112804,"3.Dhobi",36207,"1.Hindus",3484557,"2.Muslims",399186,"3.Buddhists",17378,"1.Generic Tribes etc.","254","2.Bhotia","96","3.Tharu","15","1.Jaunpur (MB)",160055,"2.Shahganj (MB)",24602,"3.Machhlishahr (NP)",22963,3290,3266,3264,2726,"930",NA,1919,"539","256","40","621","30","46",873,"191","2009","2484",49.7,43.3,7
"6764",222137,"Jaunpur","District Jaunpur (64), Uttar Pradesh (09)",3911679,1941903,1969776,"21.67","3622268",NA,NA,NA,549264,7,1014,930,"376","0.01",1871674,1170022,701652,59.84,76.18,44.07,1871674,130942,489839,474457,320040,353792,102382,521092,1131270,1870525,388792,1215515,789047,426468,2696164,"1.Chamar etc.",636277,"2.Pasi etc.",112804,"3.Dhobi",36207,"1.Hindus",3484557,"2.Muslims",399186,"3.Buddhists",17378,"1.Generic Tribes etc.","254","2.Bhotia","96","3.Tharu","15","1.Jaunpur (MB)",160055,"2.Shahganj (MB)",24602,"3.Machhlishahr (NP)",22963,3290,3266,3264,2726,"930",NA,1919,"539","256","40","621","30","46",873,"191","2009","2484",49.7,43.3,7
"6765",222003,"Jaunpur","District Jaunpur (64), Uttar Pradesh (09)",3911679,1941903,1969776,"21.67","3622268",NA,NA,NA,549264,7,1014,930,"376","0.01",1871674,1170022,701652,59.84,76.18,44.07,1871674,130942,489839,474457,320040,353792,102382,521092,1131270,1870525,388792,1215515,789047,426468,2696164,"1.Chamar etc.",636277,"2.Pasi etc.",112804,"3.Dhobi",36207,"1.Hindus",3484557,"2.Muslims",399186,"3.Buddhists",17378,"1.Generic Tribes etc.","254","2.Bhotia","96","3.Tharu","15","1.Jaunpur (MB)",160055,"2.Shahganj (MB)",24602,"3.Machhlishahr (NP)",22963,3290,3266,3264,2726,"930",NA,1919,"539","256","40","621","30","46",873,"191","2009","2484",49.7,43.3,7
"6766",222105,"Jaunpur","District Jaunpur (64), Uttar Pradesh (09)",3911679,1941903,1969776,"21.67","3622268",NA,NA,NA,549264,7,1014,930,"376","0.01",1871674,1170022,701652,59.84,76.18,44.07,1871674,130942,489839,474457,320040,353792,102382,521092,1131270,1870525,388792,1215515,789047,426468,2696164,"1.Chamar etc.",636277,"2.Pasi etc.",112804,"3.Dhobi",36207,"1.Hindus",3484557,"2.Muslims",399186,"3.Buddhists",17378,"1.Generic Tribes etc.","254","2.Bhotia","96","3.Tharu","15","1.Jaunpur (MB)",160055,"2.Shahganj (MB)",24602,"3.Machhlishahr (NP)",22963,3290,3266,3264,2726,"930",NA,1919,"539","256","40","621","30","46",873,"191","2009","2484",49.7,43.3,7
"6767",222127,"Jaunpur","District Jaunpur (64), Uttar Pradesh (09)",3911679,1941903,1969776,"21.67","3622268",NA,NA,NA,549264,7,1014,930,"376","0.01",1871674,1170022,701652,59.84,76.18,44.07,1871674,130942,489839,474457,320040,353792,102382,521092,1131270,1870525,388792,1215515,789047,426468,2696164,"1.Chamar etc.",636277,"2.Pasi etc.",112804,"3.Dhobi",36207,"1.Hindus",3484557,"2.Muslims",399186,"3.Buddhists",17378,"1.Generic Tribes etc.","254","2.Bhotia","96","3.Tharu","15","1.Jaunpur (MB)",160055,"2.Shahganj (MB)",24602,"3.Machhlishahr (NP)",22963,3290,3266,3264,2726,"930",NA,1919,"539","256","40","621","30","46",873,"191","2009","2484",49.7,43.3,7
"6768",222125,"Jaunpur","District Jaunpur (64), Uttar Pradesh (09)",3911679,1941903,1969776,"21.67","3622268",NA,NA,NA,549264,7,1014,930,"376","0.01",1871674,1170022,701652,59.84,76.18,44.07,1871674,130942,489839,474457,320040,353792,102382,521092,1131270,1870525,388792,1215515,789047,426468,2696164,"1.Chamar etc.",636277,"2.Pasi etc.",112804,"3.Dhobi",36207,"1.Hindus",3484557,"2.Muslims",399186,"3.Buddhists",17378,"1.Generic Tribes etc.","254","2.Bhotia","96","3.Tharu","15","1.Jaunpur (MB)",160055,"2.Shahganj (MB)",24602,"3.Machhlishahr (NP)",22963,3290,3266,3264,2726,"930",NA,1919,"539","256","40","621","30","46",873,"191","2009","2484",49.7,43.3,7
"6769",222175,"Jaunpur","District Jaunpur (64), Uttar Pradesh (09)",3911679,1941903,1969776,"21.67","3622268",NA,NA,NA,549264,7,1014,930,"376","0.01",1871674,1170022,701652,59.84,76.18,44.07,1871674,130942,489839,474457,320040,353792,102382,521092,1131270,1870525,388792,1215515,789047,426468,2696164,"1.Chamar etc.",636277,"2.Pasi etc.",112804,"3.Dhobi",36207,"1.Hindus",3484557,"2.Muslims",399186,"3.Buddhists",17378,"1.Generic Tribes etc.","254","2.Bhotia","96","3.Tharu","15","1.Jaunpur (MB)",160055,"2.Shahganj (MB)",24602,"3.Machhlishahr (NP)",22963,3290,3266,3264,2726,"930",NA,1919,"539","256","40","621","30","46",873,"191","2009","2484",49.7,43.3,7
"6770",223101,"Jaunpur","District Jaunpur (64), Uttar Pradesh (09)",3911679,1941903,1969776,"21.67","3622268",NA,NA,NA,549264,7,1014,930,"376","0.01",1871674,1170022,701652,59.84,76.18,44.07,1871674,130942,489839,474457,320040,353792,102382,521092,1131270,1870525,388792,1215515,789047,426468,2696164,"1.Chamar etc.",636277,"2.Pasi etc.",112804,"3.Dhobi",36207,"1.Hindus",3484557,"2.Muslims",399186,"3.Buddhists",17378,"1.Generic Tribes etc.","254","2.Bhotia","96","3.Tharu","15","1.Jaunpur (MB)",160055,"2.Shahganj (MB)",24602,"3.Machhlishahr (NP)",22963,3290,3266,3264,2726,"930",NA,1919,"539","256","40","621","30","46",873,"191","2009","2484",49.7,43.3,7
"6771",222129,"Jaunpur","District Jaunpur (64), Uttar Pradesh (09)",3911679,1941903,1969776,"21.67","3622268",NA,NA,NA,549264,7,1014,930,"376","0.01",1871674,1170022,701652,59.84,76.18,44.07,1871674,130942,489839,474457,320040,353792,102382,521092,1131270,1870525,388792,1215515,789047,426468,2696164,"1.Chamar etc.",636277,"2.Pasi etc.",112804,"3.Dhobi",36207,"1.Hindus",3484557,"2.Muslims",399186,"3.Buddhists",17378,"1.Generic Tribes etc.","254","2.Bhotia","96","3.Tharu","15","1.Jaunpur (MB)",160055,"2.Shahganj (MB)",24602,"3.Machhlishahr (NP)",22963,3290,3266,3264,2726,"930",NA,1919,"539","256","40","621","30","46",873,"191","2009","2484",49.7,43.3,7
"6772",222143,"Jaunpur","District Jaunpur (64), Uttar Pradesh (09)",3911679,1941903,1969776,"21.67","3622268",NA,NA,NA,549264,7,1014,930,"376","0.01",1871674,1170022,701652,59.84,76.18,44.07,1871674,130942,489839,474457,320040,353792,102382,521092,1131270,1870525,388792,1215515,789047,426468,2696164,"1.Chamar etc.",636277,"2.Pasi etc.",112804,"3.Dhobi",36207,"1.Hindus",3484557,"2.Muslims",399186,"3.Buddhists",17378,"1.Generic Tribes etc.","254","2.Bhotia","96","3.Tharu","15","1.Jaunpur (MB)",160055,"2.Shahganj (MB)",24602,"3.Machhlishahr (NP)",22963,3290,3266,3264,2726,"930",NA,1919,"539","256","40","621","30","46",873,"191","2009","2484",49.7,43.3,7
"6773",222128,"Jaunpur","District Jaunpur (64), Uttar Pradesh (09)",3911679,1941903,1969776,"21.67","3622268",NA,NA,NA,549264,7,1014,930,"376","0.01",1871674,1170022,701652,59.84,76.18,44.07,1871674,130942,489839,474457,320040,353792,102382,521092,1131270,1870525,388792,1215515,789047,426468,2696164,"1.Chamar etc.",636277,"2.Pasi etc.",112804,"3.Dhobi",36207,"1.Hindus",3484557,"2.Muslims",399186,"3.Buddhists",17378,"1.Generic Tribes etc.","254","2.Bhotia","96","3.Tharu","15","1.Jaunpur (MB)",160055,"2.Shahganj (MB)",24602,"3.Machhlishahr (NP)",22963,3290,3266,3264,2726,"930",NA,1919,"539","256","40","621","30","46",873,"191","2009","2484",49.7,43.3,7
"6774",222181,"Jaunpur","District Jaunpur (64), Uttar Pradesh (09)",3911679,1941903,1969776,"21.67","3622268",NA,NA,NA,549264,7,1014,930,"376","0.01",1871674,1170022,701652,59.84,76.18,44.07,1871674,130942,489839,474457,320040,353792,102382,521092,1131270,1870525,388792,1215515,789047,426468,2696164,"1.Chamar etc.",636277,"2.Pasi etc.",112804,"3.Dhobi",36207,"1.Hindus",3484557,"2.Muslims",399186,"3.Buddhists",17378,"1.Generic Tribes etc.","254","2.Bhotia","96","3.Tharu","15","1.Jaunpur (MB)",160055,"2.Shahganj (MB)",24602,"3.Machhlishahr (NP)",22963,3290,3266,3264,2726,"930",NA,1919,"539","256","40","621","30","46",873,"191","2009","2484",49.7,43.3,7
"6775",222144,"Jaunpur","District Jaunpur (64), Uttar Pradesh (09)",3911679,1941903,1969776,"21.67","3622268",NA,NA,NA,549264,7,1014,930,"376","0.01",1871674,1170022,701652,59.84,76.18,44.07,1871674,130942,489839,474457,320040,353792,102382,521092,1131270,1870525,388792,1215515,789047,426468,2696164,"1.Chamar etc.",636277,"2.Pasi etc.",112804,"3.Dhobi",36207,"1.Hindus",3484557,"2.Muslims",399186,"3.Buddhists",17378,"1.Generic Tribes etc.","254","2.Bhotia","96","3.Tharu","15","1.Jaunpur (MB)",160055,"2.Shahganj (MB)",24602,"3.Machhlishahr (NP)",22963,3290,3266,3264,2726,"930",NA,1919,"539","256","40","621","30","46",873,"191","2009","2484",49.7,43.3,7
"6776",222109,"Jaunpur","District Jaunpur (64), Uttar Pradesh (09)",3911679,1941903,1969776,"21.67","3622268",NA,NA,NA,549264,7,1014,930,"376","0.01",1871674,1170022,701652,59.84,76.18,44.07,1871674,130942,489839,474457,320040,353792,102382,521092,1131270,1870525,388792,1215515,789047,426468,2696164,"1.Chamar etc.",636277,"2.Pasi etc.",112804,"3.Dhobi",36207,"1.Hindus",3484557,"2.Muslims",399186,"3.Buddhists",17378,"1.Generic Tribes etc.","254","2.Bhotia","96","3.Tharu","15","1.Jaunpur (MB)",160055,"2.Shahganj (MB)",24602,"3.Machhlishahr (NP)",22963,3290,3266,3264,2726,"930",NA,1919,"539","256","40","621","30","46",873,"191","2009","2484",49.7,43.3,7
"6777",222202,"Jaunpur","District Jaunpur (64), Uttar Pradesh (09)",3911679,1941903,1969776,"21.67","3622268",NA,NA,NA,549264,7,1014,930,"376","0.01",1871674,1170022,701652,59.84,76.18,44.07,1871674,130942,489839,474457,320040,353792,102382,521092,1131270,1870525,388792,1215515,789047,426468,2696164,"1.Chamar etc.",636277,"2.Pasi etc.",112804,"3.Dhobi",36207,"1.Hindus",3484557,"2.Muslims",399186,"3.Buddhists",17378,"1.Generic Tribes etc.","254","2.Bhotia","96","3.Tharu","15","1.Jaunpur (MB)",160055,"2.Shahganj (MB)",24602,"3.Machhlishahr (NP)",22963,3290,3266,3264,2726,"930",NA,1919,"539","256","40","621","30","46",873,"191","2009","2484",49.7,43.3,7
"6778",223103,"Jaunpur","District Jaunpur (64), Uttar Pradesh (09)",3911679,1941903,1969776,"21.67","3622268",NA,NA,NA,549264,7,1014,930,"376","0.01",1871674,1170022,701652,59.84,76.18,44.07,1871674,130942,489839,474457,320040,353792,102382,521092,1131270,1870525,388792,1215515,789047,426468,2696164,"1.Chamar etc.",636277,"2.Pasi etc.",112804,"3.Dhobi",36207,"1.Hindus",3484557,"2.Muslims",399186,"3.Buddhists",17378,"1.Generic Tribes etc.","254","2.Bhotia","96","3.Tharu","15","1.Jaunpur (MB)",160055,"2.Shahganj (MB)",24602,"3.Machhlishahr (NP)",22963,3290,3266,3264,2726,"930",NA,1919,"539","256","40","621","30","46",873,"191","2009","2484",49.7,43.3,7
"6779",222149,"Jaunpur","District Jaunpur (64), Uttar Pradesh (09)",3911679,1941903,1969776,"21.67","3622268",NA,NA,NA,549264,7,1014,930,"376","0.01",1871674,1170022,701652,59.84,76.18,44.07,1871674,130942,489839,474457,320040,353792,102382,521092,1131270,1870525,388792,1215515,789047,426468,2696164,"1.Chamar etc.",636277,"2.Pasi etc.",112804,"3.Dhobi",36207,"1.Hindus",3484557,"2.Muslims",399186,"3.Buddhists",17378,"1.Generic Tribes etc.","254","2.Bhotia","96","3.Tharu","15","1.Jaunpur (MB)",160055,"2.Shahganj (MB)",24602,"3.Machhlishahr (NP)",22963,3290,3266,3264,2726,"930",NA,1919,"539","256","40","621","30","46",873,"191","2009","2484",49.7,43.3,7
"6780",222148,"Jaunpur","District Jaunpur (64), Uttar Pradesh (09)",3911679,1941903,1969776,"21.67","3622268",NA,NA,NA,549264,7,1014,930,"376","0.01",1871674,1170022,701652,59.84,76.18,44.07,1871674,130942,489839,474457,320040,353792,102382,521092,1131270,1870525,388792,1215515,789047,426468,2696164,"1.Chamar etc.",636277,"2.Pasi etc.",112804,"3.Dhobi",36207,"1.Hindus",3484557,"2.Muslims",399186,"3.Buddhists",17378,"1.Generic Tribes etc.","254","2.Bhotia","96","3.Tharu","15","1.Jaunpur (MB)",160055,"2.Shahganj (MB)",24602,"3.Machhlishahr (NP)",22963,3290,3266,3264,2726,"930",NA,1919,"539","256","40","621","30","46",873,"191","2009","2484",49.7,43.3,7
"6781",222002,"Jaunpur","District Jaunpur (64), Uttar Pradesh (09)",3911679,1941903,1969776,"21.67","3622268",NA,NA,NA,549264,7,1014,930,"376","0.01",1871674,1170022,701652,59.84,76.18,44.07,1871674,130942,489839,474457,320040,353792,102382,521092,1131270,1870525,388792,1215515,789047,426468,2696164,"1.Chamar etc.",636277,"2.Pasi etc.",112804,"3.Dhobi",36207,"1.Hindus",3484557,"2.Muslims",399186,"3.Buddhists",17378,"1.Generic Tribes etc.","254","2.Bhotia","96","3.Tharu","15","1.Jaunpur (MB)",160055,"2.Shahganj (MB)",24602,"3.Machhlishahr (NP)",22963,3290,3266,3264,2726,"930",NA,1919,"539","256","40","621","30","46",873,"191","2009","2484",49.7,43.3,7
